locus	chr6_43205521_43528284_61955777	99.96	13	39087	16	0	0	plus	103837	142923	178437	217523	0.0	70087	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	6	18779	0	0	0	plus	1	18779	98762	117540	0.0	33855	306410	322764
locus	chr6_43205521_43528284_61955777	99.72	3	9803	21	2	6	minus	156092	165891	251441	241642	0.0	17566	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	3	8372	0	0	0	minus	179735	188106	233225	224854	0.0	15099	306410	322764
locus	chr6_43205521_43528284_61955777	99.70	3	8382	24	1	1	minus	165968	174348	241707	233326	0.0	15001	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	3	8152	0	0	0	plus	23166	31317	117551	125702	0.0	14702	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	2	7527	0	0	0	plus	75033	82559	167987	175513	0.0	13575	306410	322764
locus	chr6_43205521_43528284_61955777	99.79	2	7529	0	1	16	plus	75033	82561	167987	175499	0.0	13515	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	2	6727	0	0	0	plus	48652	55378	145217	151943	0.0	12103	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	2	5647	0	0	0	plus	68726	74372	161695	167341	0.0	10181	306410	322764
locus	chr6_43205521_43528284_61955777	99.82	2	5412	10	0	0	plus	143254	148665	217854	223265	0.0	9692	306410	322764
locus	chr6_43205521_43528284_61955777	99.98	2	4884	1	0	0	plus	61448	66331	151989	156872	0.0	8805	306410	322764
locus	chr6_43205521_43528284_61955777	98.95	2	4686	39	4	10	minus	188613	193297	222530	217854	0.0	8264	306410	322764
locus	chr6_43205521_43528284_61955777	99.75	1	4455	10	1	1	minus	151524	155977	255922	251468	0.0	7992	306410	322764
locus	chr6_43205521_43528284_61955777	99.95	1	3998	1	1	1	plus	38060	42056	132076	136073	0.0	7194	306410	322764
locus	chr6_43205521_43528284_61955777	98.82	1	4056	37	11	11	minus	198793	202840	210053	206001	0.0	7072	306410	322764
locus	chr6_43205521_43528284_61955777	99.61	1	2802	4	1	7	plus	55684	58485	156874	159668	0.0	5005	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	1	2738	0	0	0	plus	82780	85517	175689	178426	0.0	4938	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	1	2302	0	0	0	plus	43366	45667	139897	142198	0.0	4152	306410	322764
locus	chr6_43205521_43528284_61955777	99.80	1	2036	4	0	0	plus	64638	66673	159666	161701	0.0	3658	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	1	1815	0	0	0	plus	46227	48041	142767	144581	0.0	3274	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	1	1788	0	0	0	plus	33901	35688	127973	129760	0.0	3220	306410	322764
locus	chr6_43205521_43528284_61955777	99.71	1	1699	5	0	0	plus	304712	306410	251468	253166	0.0	3050	306410	322764
locus	chr6_43205521_43528284_61955777	99.94	1	1545	1	0	0	plus	36297	37841	130326	131870	0.0	2776	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	1295	2	1	12	plus	148661	149955	223570	224852	0.0	2278	306410	322764
locus	chr6_43205521_43528284_61955777	99.83	0	1200	1	1	1	plus	42004	43202	135952	137151	0.0	2152	306410	322764
locus	chr6_43205521_43528284_61955777	99.62	0	1058	4	0	0	minus	198399	199456	213138	212081	0.0	1894	306410	322764
locus	chr6_43205521_43528284_61955777	99.31	0	723	5	0	0	plus	59975	60697	147397	148119	0.0	1290	306410	322764
locus	chr6_43205521_43528284_61955777	99.39	0	490	3	0	0	minus	303778	304267	145706	145217	0.0	872	306410	322764
locus	chr6_43205521_43528284_61955777	98.55	0	138	2	0	0	minus	286377	286514	156872	156735	3e-62	241	306410	322764
locus	chr6_43205521_43528284_61955777	98.37	0	123	1	1	1	minus	174803	174924	136073	135951	4e-53	210	306410	322764
locus	chr6_43205521_43528284_61955777	98.36	0	122	1	1	1	minus	174805	174925	136073	135952	2e-52	208	306410	322764
locus	chr6_43205521_43528284_61955777	99.03	0	103	0	1	1	plus	74927	75028	135971	136073	3e-43	178	306410	322764
locus	chr6_43205521_43528284_61955777	97.98	0	99	2	0	0	plus	297934	298032	252468	252566	4e-41	170	306410	322764
locus	chr6_43205521_43528284_61955777	98.97	0	97	1	0	0	minus	74936	75032	260246	260150	4e-41	170	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	94	0	0	0	minus	42032	42125	260246	260153	4e-41	170	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174803	174895	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174805	174897	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174807	174899	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174809	174901	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174811	174903	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174813	174905	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174815	174907	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174817	174909	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174819	174911	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174821	174913	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174823	174915	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174825	174917	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174827	174919	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174829	174921	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174831	174923	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	174833	174925	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	74934	75026	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	74932	75024	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	74930	75022	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	74928	75020	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42030	42122	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42028	42120	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42026	42118	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42024	42116	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42022	42114	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42020	42112	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42018	42110	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42016	42108	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42014	42106	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42012	42104	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42010	42102	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42008	42100	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42006	42098	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	minus	42004	42096	260246	260154	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	273433	273525	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	273435	273527	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	273437	273529	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	100.00	0	93	0	0	0	plus	273439	273531	260154	260246	1e-40	168	306410	322764
locus	chr6_43205521_43528284_61955777	97.89	0	95	2	0	0	minus	102361	102455	260245	260151	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	plus	95017	95109	260154	260246	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	plus	95019	95111	260154	260246	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	plus	95021	95113	260154	260246	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	42000	42092	260246	260154	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	41998	42090	260246	260154	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	41996	42088	260246	260154	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	41994	42086	260246	260154	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	41992	42084	260246	260154	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	41990	42082	260246	260154	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	41988	42080	260246	260154	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	41986	42078	260246	260154	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	41984	42076	260246	260154	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	41982	42074	260246	260154	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	41980	42072	260246	260154	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	41978	42070	260246	260154	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	41976	42068	260246	260154	6e-39	163	306410	322764
locus	chr6_43205521_43528284_61955777	98.92	0	93	1	0	0	minus	41974	42066	260246	260154	6e-39	163	306410	322764
