locus  chr6_43205521_43528284_61955777  99.98   11  35008  6   0   0   plus   103837  138844  178437  213444  0.0    64441      306410  322764
locus  chr6_43205521_43528284_61955777  100.00  6   18779  0   0   0   plus   1       18779   98762   117540  0.0    34664      306410  322764
locus  chr6_43205521_43528284_61955777  99.72   3   9803   21  2   6   minus  156092  165891  251441  241642  0.0    17961      306410  322764
locus  chr6_43205521_43528284_61955777  100.00  3   8372   0   0   0   minus  179735  188106  233225  224854  0.0    15461      306410  322764
locus  chr6_43205521_43528284_61955777  99.71   3   8383   21  3   3   minus  165968  174348  241707  233326  0.0    15346      306410  322764
locus  chr6_43205521_43528284_61955777  100.00  3   8152   0   0   0   plus   23166   31317   117551  125702  0.0    15055      306410  322764
locus  chr6_43205521_43528284_61955777  100.00  2   7527   0   0   0   plus   75033   82559   167987  175513  0.0    13900      306410  322764
locus  chr6_43205521_43528284_61955777  100.00  2   6727   0   0   0   plus   48652   55378   145217  151943  0.0    12386      306410  322764
locus  chr6_43205521_43528284_61955777  100.00  2   5647   0   0   0   plus   68726   74372   161695  167341  0.0    10425      306410  322764
locus  chr6_43205521_43528284_61955777  99.82   2   5412   10  0   0   plus   143254  148665  217854  223265  0.0    9902       306410  322764
locus  chr6_43205521_43528284_61955777  99.98   2   4884   1   0   0   plus   61448   66331   151989  156872  0.0    9016       306410  322764
locus  chr6_43205521_43528284_61955777  98.98   2   4686   38  5   10  minus  188613  193297  222530  217854  0.0    8423       306410  322764
locus  chr6_43205521_43528284_61955777  99.75   1   4456   8   3   3   minus  151524  155977  255922  251468  0.0    8176       306410  322764
locus  chr6_43205521_43528284_61955777  99.75   1   4028   10  0   0   plus   138896  142923  213496  217523  0.0    7387       306410  322764
locus  chr6_43205521_43528284_61955777  99.95   1   3998   1   1   1   plus   38060   42056   132076  136073  0.0    7367       306410  322764
locus  chr6_43205521_43528284_61955777  98.84   1   4054   34  12  13  minus  198796  202840  210050  206001  0.0    7227       306410  322764
locus  chr6_43205521_43528284_61955777  99.61   1   2802   4   1   7   plus   55684   58485   156874  159668  0.0    5107       306410  322764
locus  chr6_43205521_43528284_61955777  100.00  1   2738   0   0   0   plus   82780   85517   175689  178426  0.0    5057       306410  322764
locus  chr6_43205521_43528284_61955777  100.00  1   2302   0   0   0   plus   43366   45667   139897  142198  0.0    4252       306410  322764
locus  chr6_43205521_43528284_61955777  99.90   1   2030   2   0   0   plus   64638   66667   159666  161695  0.0    3742       306410  322764
locus  chr6_43205521_43528284_61955777  100.00  1   1815   0   0   0   plus   46227   48041   142767  144581  0.0    3352       306410  322764
locus  chr6_43205521_43528284_61955777  100.00  1   1788   0   0   0   plus   33901   35688   127973  129760  0.0    3295       306410  322764
locus  chr6_43205521_43528284_61955777  99.71   1   1699   5   0   0   plus   304712  306410  251468  253166  0.0    3120       306410  322764
locus  chr6_43205521_43528284_61955777  99.94   1   1545   1   0   0   plus   36297   37841   130326  131870  0.0    2839       306410  322764
locus  chr6_43205521_43528284_61955777  99.07   0   1289   0   1   12  plus   148667  149955  223576  224852  0.0    2303       306410  322764
locus  chr6_43205521_43528284_61955777  99.83   0   1200   1   1   1   plus   42004   43202   135952  137151  0.0    2204       306410  322764
locus  chr6_43205521_43528284_61955777  99.62   0   1058   4   0   0   minus  198399  199456  213138  212081  0.0    1938       306410  322764
locus  chr6_43205521_43528284_61955777  99.31   0   723    5   0   0   plus   59975   60697   147397  148119  0.0    1317       306410  322764
locus  chr6_43205521_43528284_61955777  99.39   0   490    3   0   0   minus  303778  304267  145706  145217  0.0    891        306410  322764
locus  chr6_43205521_43528284_61955777  99.36   0   466    3   0   0   minus  197630  198095  213444  212979  0.0    850        306410  322764
locus  chr6_43205521_43528284_61955777  98.55   0   138    2   0   0   minus  286377  286514  156872  156735  2e-63  244        306410  322764
locus  chr6_43205521_43528284_61955777  98.37   0   123    1   1   1   minus  174803  174924  136073  135951  1e-54  215        306410  322764
locus  chr6_43205521_43528284_61955777  98.36   0   122    1   1   1   minus  174805  174925  136073  135952  5e-54  213        306410  322764
locus  chr6_43205521_43528284_61955777  99.14   0   116    0   1   1   minus  174811  174925  136073  135958  2e-52  207        306410  322764
locus  chr6_43205521_43528284_61955777  99.09   0   110    0   1   1   minus  174817  174925  136073  135964  5e-49  196        306410  322764
locus  chr6_43205521_43528284_61955777  99.04   0   104    0   1   1   minus  174823  174925  136073  135970  1e-45  185        306410  322764
locus  chr6_43205521_43528284_61955777  99.03   0   103    0   1   1   plus   74927   75028   135959  136061  4e-45  183        306410  322764
locus  chr6_43205521_43528284_61955777  99.03   0   103    0   1   1   plus   74927   75028   135963  136065  4e-45  183        306410  322764
locus  chr6_43205521_43528284_61955777  99.03   0   103    0   1   1   plus   74927   75028   135971  136073  4e-45  183        306410  322764
